time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/time_elapsed,time/fps,train/clip_range,train/learning_rate,train/loss,train/n_updates,train/policy_gradient_loss,train/approx_kl,train/clip_fraction,train/entropy_loss,train/explained_variance,train/value_loss,eval/mean_reward,eval/mean_ep_length
281600,12.0,11.810962850000001,275,666,422,0.2,0.0003,0.05232176184654236,2740,-0.0006595451995963231,0.00020139926,0.002734375,-0.019325721345376225,0.997180700302124,0.10755468613933772,,
282624,12.0,11.854399639999999,276,669,422,0.2,0.0003,0.05722790211439133,2750,-0.00025689088652143256,0.00061898894,0.0041015625,-0.024440062016947196,0.9966588616371155,0.12826272919774057,,
283648,12.0,11.884207870000001,277,671,422,0.2,0.0003,0.05945723503828049,2760,-0.0005637123031192459,0.0002753187,0.0052734375,-0.025582106062211098,0.9973311424255371,0.10278824281413108,,
284672,12.0,11.884338800000002,278,674,422,0.2,0.0003,0.03942376747727394,2770,0.00016980052459985017,0.0026519217,0.00205078125,-0.02187215659942012,0.9967223405838013,0.12273453248199076,,
285000,,,,,,0.2,0.0003,0.06518709659576416,2780,6.327195442281663e-05,0.0003537865,0.0033203125,-0.027324750169645994,0.9972730278968811,0.10153331817127764,11.8287831,12.0
285696,12.0,11.93373929,279,676,422,,,,,,,,,,,,
286720,12.0,11.93461658,280,678,422,0.2,0.0003,0.05275110527873039,2790,-0.0020848507032496856,0.0018987273,0.00869140625,-0.022235323739005254,0.9974237680435181,0.09847447637002915,,
287744,12.0,11.95106132,281,681,422,0.2,0.0003,0.035906363278627396,2800,-0.00019233004131820054,0.001141306,0.00224609375,-0.018389448011294007,0.997495174407959,0.0984053053194657,,
288768,12.0,11.871365659999999,282,683,422,0.2,0.0003,0.03785175457596779,2810,-0.0007453290687408298,0.0042728935,0.00751953125,-0.03062892668240238,0.997394323348999,0.09712867236230523,,
289792,12.0,11.982009799999998,283,686,422,0.2,0.0003,0.0377613864839077,2820,-9.225293470080942e-05,4.1690364e-05,0.0017578125,-0.023646182171069084,0.997044026851654,0.1121314016636461,,
290000,,,,,,0.2,0.0003,0.035646092146635056,2830,0.0002404242113698274,0.0003684826,0.00390625,-0.024687303847167642,0.9975185394287109,0.09177360637113452,11.82927265,12.0
290816,12.0,11.90944866,284,689,421,,,,,,,,,,,,
291840,12.0,11.80088154,285,692,421,0.2,0.0003,0.03745300695300102,2840,0.001063378734397702,0.0006132226,0.00458984375,-0.02969897845177911,0.9976313710212708,0.08968713749200105,,
292864,12.0,11.89650597,286,695,421,0.2,0.0003,0.04392825439572334,2850,-0.0006025667275025625,0.00027948525,0.00419921875,-0.022699179814662785,0.9974133372306824,0.09758112356066703,,
293888,12.0,11.79625568,287,697,421,0.2,0.0003,0.06719286739826202,2860,-9.989717800635844e-05,0.00018273521,0.00205078125,-0.01962487515702378,0.9969703555107117,0.11274853069335222,,
294912,12.0,11.88340539,288,699,421,0.2,0.0003,0.0649767518043518,2870,8.478242962155491e-05,0.00037835992,0.00205078125,-0.020795279258163647,0.996941864490509,0.11584854470565915,,
295000,,,,,,0.2,0.0003,0.03851895034313202,2880,-7.352305110543966e-05,0.0005558856,0.00419921875,-0.021388388803461566,0.9968900084495544,0.11360180652700365,11.874527699999998,12.0
295936,12.0,11.853388829999998,289,701,421,,,,,,,,,,,,
296960,12.0,11.884059109999999,290,703,422,0.2,0.0003,0.0484817810356617,2890,-0.00011398988135624677,0.0003670333,0.001171875,-0.020620554374181664,0.9975319504737854,0.09732934746425599,,
297984,12.0,11.86365413,291,707,421,0.2,0.0003,0.05227900668978691,2900,-5.721887428080663e-05,0.00015406404,0.001953125,-0.026429896606714465,0.9969445466995239,0.1128917439840734,,
299008,12.0,11.8910691,292,708,421,0.2,0.0003,0.04095024615526199,2910,-0.00037295029615052043,0.00024775753,0.00380859375,-0.027580661204410717,0.9972246885299683,0.10430370657704771,,
300000,,,,,,0.2,0.0003,0.02822592295706272,2920,-8.234770211856812e-05,5.5091572e-05,0.00146484375,-0.029336588695878164,0.9972103834152222,0.10689135659486056,11.872114049999999,12.0
300032,12.0,12.017524309999999,293,712,421,,,,,,,,,,,,
301056,12.0,11.9955092,294,714,421,0.2,0.0003,0.05722375586628914,2930,-0.0004846537762205116,0.00034660008,0.0060546875,-0.02870345622068271,0.9967644214630127,0.12094267134089023,,
302080,12.0,11.865112910000002,295,717,421,0.2,0.0003,0.07673880457878113,2940,0.0013759177556494251,0.008464019,0.007421875,-0.02519659104582388,0.9972951412200928,0.10376809127628803,,
303104,12.0,11.929009910000001,296,719,421,0.2,0.0003,0.04931100457906723,2950,0.0001911831757752225,0.0003550786,0.00673828125,-0.03455753330490552,0.9972417950630188,0.0981825157534331,,
304128,12.0,11.86588888,297,722,420,0.2,0.0003,0.0675855427980423,2960,4.8173787945415825e-05,0.0005471371,0.00966796875,-0.030241367369308138,0.9971128702163696,0.10702000735327602,,
305000,,,,,,0.2,0.0003,0.04726944863796234,2970,0.0006227530058822595,0.0030924752,0.00703125,-0.027226402806991245,0.9977038502693176,0.09039952023886144,11.6548661,12.0
305152,12.0,11.9331929,298,724,420,,,,,,,,,,,,
306176,12.0,11.956432739999999,299,727,420,0.2,0.0003,0.07473280280828476,2980,-0.00011725520016625524,0.00011945929,0.00087890625,-0.017652012428152376,0.9967165589332581,0.12355443937703967,,
307200,12.0,11.88731709,300,730,420,0.2,0.0003,0.047310151159763336,2990,-0.00017860190273495392,7.596216e-05,0.001171875,-0.015531967507558874,0.9971919059753418,0.10827990681864322,,
308224,12.0,11.868477770000002,301,733,420,0.2,0.0003,0.06329379975795746,3000,-0.0001272193592740223,5.0288858e-05,0.0017578125,-0.0166457269602688,0.9973630309104919,0.10032512350007891,,
309248,12.0,11.96631888,302,736,420,0.2,0.0003,0.049113668501377106,3010,-0.0005098750523757189,0.0005708226,0.0046875,-0.017795462276262698,0.99699467420578,0.11405644174665212,,
310000,,,,,,0.2,0.0003,0.05647536367177963,3020,-0.0004871794255450368,0.00018731825,0.00234375,-0.012684498618182261,0.9972255825996399,0.10415949411690235,11.9427988,12.0
310272,12.0,11.849514659999997,303,738,419,,,,,,,,,,,,
311296,12.0,11.85375524,304,741,419,0.2,0.0003,0.032064177095890045,3030,-0.0006378270161803811,0.00073400006,0.00126953125,-0.0179567215127463,0.9970268607139587,0.11342447272036224,,
312320,12.0,11.97265405,305,743,420,0.2,0.0003,0.04648323729634285,3040,0.00025284652510890735,0.0011170015,0.004296875,-0.022606778854969888,0.9974204897880554,0.09670645019505172,,
313344,12.0,11.848641430000002,306,745,420,0.2,0.0003,0.039202455431222916,3050,0.00023904044937808066,0.0004886761,0.00341796875,-0.021714189427439124,0.997126579284668,0.10897203297354281,,
314368,12.0,11.934340360000004,307,748,419,0.2,0.0003,0.04301128536462784,3060,-0.0005107577730086632,0.00078919576,0.0037109375,-0.017022719481610694,0.9976540207862854,0.08781717135570943,,
315000,,,,,,0.2,0.0003,0.0341000072658062,3070,-0.00048367291165050117,0.00241005,0.00380859375,-0.01610163848963566,0.9972696900367737,0.10559054270852357,11.72727665,12.0
315392,12.0,11.947726560000001,308,751,419,,,,,,,,,,,,
316416,12.0,11.95112621,309,753,419,0.2,0.0003,0.041834890842437744,3080,-0.000989202581695281,0.00030107948,0.00390625,-0.025688410009024665,0.9977635145187378,0.08322829860262573,,
317440,12.0,11.972462229999998,310,756,419,0.2,0.0003,0.041584525257349014,3090,-0.001095128440647386,0.0050787204,0.00498046875,-0.01622470906149829,0.9978247880935669,0.08248127102851868,,
318464,12.0,11.94243263,311,758,419,0.2,0.0003,0.0562746524810791,3100,0.0005458554762299173,0.000253016,0.002734375,-0.016966559205320662,0.9970554709434509,0.11180350806098431,,
319488,12.0,11.974419120000002,312,760,419,0.2,0.0003,0.036110371351242065,3110,-0.00031082780042197556,0.000163735,0.0021484375,-0.014668140627327375,0.9974669814109802,0.09927869394887238,,
320000,,,,,,0.2,0.0003,0.045876625925302505,3120,0.0001663901377469301,0.0006621288,0.003515625,-0.012428479219670408,0.9973961114883423,0.10173258329741657,11.900125300000001,12.0
320512,12.0,11.966484279999998,313,764,419,,,,,,,,,,,,
321536,12.0,11.99124342,314,766,419,0.2,0.0003,0.0345633402466774,3130,2.753400622168556e-05,0.0001818983,0.00380859375,-0.015808609427767805,0.9972805976867676,0.10091426910366863,,
322560,12.0,11.956301429999998,315,769,419,0.2,0.0003,0.038177475333213806,3140,-8.012683392735198e-05,0.00033084408,0.00166015625,-0.014127478026784957,0.9976884722709656,0.08794344428461046,,
323584,12.0,11.913279930000002,316,771,419,0.2,0.0003,0.03043190948665142,3150,-0.0002638996462337673,0.0018227455,0.005078125,-0.017671149698435328,0.99737149477005,0.10060504665598273,,
324608,12.0,11.819986370000002,317,774,419,0.2,0.0003,0.04446374624967575,3160,-0.0002750893370830454,0.0010890171,0.0017578125,-0.01459998959035147,0.9974727630615234,0.0964022800559178,,
325000,,,,,,0.2,0.0003,0.04205794632434845,3170,-0.0002424257094389759,0.0005529493,0.00283203125,-0.016127849970507667,0.9972687363624573,0.10754921026527882,11.9697883,12.0
325632,12.0,11.91662194,318,776,419,,,,,,,,,,,,
326656,12.0,11.789153559999999,319,779,419,0.2,0.0003,0.03388968110084534,3180,-0.0005783041473478079,0.0029648393,0.00166015625,-0.01609847520303447,0.9974560737609863,0.09302487636450678,,
327680,12.0,11.91832025,320,781,419,0.2,0.0003,0.04862506315112114,3190,-0.000416142528411001,0.00048297062,0.003125,-0.015053898628684692,0.9973853230476379,0.09975805964786559,,
328704,12.0,11.961515890000003,321,783,419,0.2,0.0003,0.05132034420967102,3200,-1.0291913349647075e-05,1.4462392e-05,0.0,-0.017498260468710215,0.9969145059585571,0.11662679109722376,,
329728,12.0,11.95812566,322,785,419,0.2,0.0003,0.03632707893848419,3210,-0.0006577120184374508,0.0013899379,0.00244140625,-0.017335642184480093,0.9974690079689026,0.09890984219964594,,
330000,,,,,,0.2,0.0003,0.044565387070178986,3220,8.916949445847422e-05,0.00031316682,0.0021484375,-0.021730622940231113,0.9966588616371155,0.12963450280949473,11.97856165,12.0
330752,12.0,11.966921500000002,323,788,419,,,,,,,,,,,,
331776,12.0,11.92084519,324,791,418,0.2,0.0003,0.04354685917496681,3230,0.0008893633392290212,0.0013851726,0.00439453125,-0.017010914257843977,0.9976298809051514,0.090580342290923,,
332800,12.0,11.817239480000001,325,793,419,0.2,0.0003,0.07119842618703842,3240,0.00015071562957018613,0.00013439386,0.00126953125,-0.017403854883741587,0.9969297051429749,0.11529701356776059,,
333824,12.0,11.806700110000001,326,795,419,0.2,0.0003,0.0647657960653305,3250,-0.0015212313825031742,0.0017002948,0.0078125,-0.021401825192151593,0.9971659183502197,0.11084715784527362,,
334848,12.0,11.845587999999998,327,797,419,0.2,0.0003,0.051916953176259995,3260,-0.0005021527962526306,0.00078380003,0.00478515625,-0.03492316492483951,0.9969335198402405,0.11825407384894789,,
335000,,,,,,0.2,0.0003,0.06709332019090652,3270,-0.0025857588785584084,0.15932956,0.06376953125,-0.04102880473365076,0.9972833395004272,0.10747795961797238,11.776512649999999,12.0
335872,12.0,11.838831890000002,328,800,419,,,,,,,,,,,,
336896,12.0,11.913595900000002,329,803,419,0.2,0.0003,0.0472184456884861,3280,-0.001587465309421532,0.0067126807,0.010546875,-0.028855820617172866,0.9972161054611206,0.11000704083126038,,
337920,12.0,11.87200607,330,805,419,0.2,0.0003,0.056317321956157684,3290,-0.0003244989668019116,0.0003984148,0.00361328125,-0.02502899192040786,0.9975364804267883,0.09620418893173337,,
338944,12.0,11.937460269999999,331,808,419,0.2,0.0003,0.04282984882593155,3300,0.00022387930075637997,0.00014393957,0.00185546875,-0.028338581026764585,0.9972380995750427,0.10880764406174422,,
339968,12.0,11.97592454,332,810,419,0.2,0.0003,0.048015061765909195,3310,-0.0004844810551730916,0.0023936783,0.002734375,-0.02471167494659312,0.9971094727516174,0.11129995486699044,,
340000,,,,,,0.2,0.0003,0.026734156534075737,3320,0.00020625901233870537,0.00335781,0.00556640625,-0.02719935302156955,0.996882438659668,0.11329188258387149,11.9860603,12.0
340992,12.0,11.967556400000003,333,813,419,,,,,,,,,,,,
342016,12.0,11.857646550000002,334,816,418,0.2,0.0003,0.041518040001392365,3330,-0.001820634288014844,0.0014042099,0.00771484375,-0.025281447824090718,0.9967523217201233,0.12476677093654871,,
343040,12.0,11.86926887,335,819,418,0.2,0.0003,0.053251709789037704,3340,-2.4137333093676715e-05,0.00050642714,0.00205078125,-0.02640890045440756,0.9975617527961731,0.09385522564407438,,
344064,12.0,11.904845029999999,336,820,419,0.2,0.0003,0.043149907141923904,3350,-0.0007610514963744208,0.003912311,0.0044921875,-0.02390591205912642,0.9970511794090271,0.1139359462307766,,
345000,,,,,,0.2,0.0003,0.0527360774576664,3360,-0.0011913523281691595,0.0033715672,0.00458984375,-0.021685861839796417,0.996783435344696,0.12747912581544368,11.9600345,12.0
345088,12.0,11.93766066,337,823,419,,,,,,,,,,,,
346112,12.0,11.95298779,338,826,418,0.2,0.0003,0.048446349799633026,3370,-0.0010805584519403056,0.008340066,0.0091796875,-0.03348783848341554,0.996955931186676,0.11578988884575665,,
347136,12.0,12.015478220000002,339,828,419,0.2,0.0003,0.033828455954790115,3380,0.00044648021284956487,0.0008163728,0.00546875,-0.036268877191469075,0.9972626566886902,0.10843355995602906,,
348160,12.0,11.976560589999998,340,831,418,0.2,0.0003,0.07338427752256393,3390,0.0011501078508445062,0.0010991372,0.012890625,-0.041641688311938194,0.9971516728401184,0.10923073650337756,,
349184,12.0,11.877791409999997,341,833,418,0.2,0.0003,0.03926628828048706,3400,0.0001566739199915901,0.0011322431,0.00966796875,-0.06092646975303069,0.9968340992927551,0.11250818364787847,,
350000,,,,,,0.2,0.0003,0.06276401877403259,3410,-0.0006248474615858868,0.00203518,0.01787109375,-0.053597678162623195,0.9971209168434143,0.11072860264685006,11.92814635,12.0
350208,12.0,11.960681519999998,342,836,418,,,,,,,,,,,,
351232,12.0,11.88915632,343,839,418,0.2,0.0003,0.04254716634750366,3420,0.0005150205281097442,0.0008979104,0.01748046875,-0.05591237136395648,0.9970799088478088,0.11183174496982247,,
352256,12.0,11.845538080000004,344,841,418,0.2,0.0003,0.06573197990655899,3430,0.0007364080214756541,0.0018098971,0.0126953125,-0.057285923254676165,0.9968715906143188,0.11900831996463239,,
353280,12.0,11.978570080000003,345,843,418,0.2,0.0003,0.04849090799689293,3440,0.0003876743678119965,0.0005232328,0.01318359375,-0.05873413222143427,0.9972126483917236,0.10911287483759224,,
354304,12.0,11.882990249999999,346,846,418,0.2,0.0003,0.0709943100810051,3450,-0.0015243171976180748,0.0030156742,0.0166015625,-0.04145126633811742,0.9967517852783203,0.12335580261424184,,
355000,,,,,,0.2,0.0003,0.06349238753318787,3460,-0.0005285955194267444,0.00156995,0.00849609375,-0.038909922924358395,0.9969534873962402,0.12087721764110029,11.957257899999998,12.0
355328,12.0,11.963881969999997,347,849,418,,,,,,,,,,,,
356352,12.0,11.915072629999997,348,852,418,0.2,0.0003,0.047826606780290604,3470,0.00034137999755330385,0.0005058656,0.00703125,-0.0398137056035921,0.9971777200698853,0.11193972080945969,,
357376,12.0,11.817575750000001,349,854,418,0.2,0.0003,0.02904367260634899,3480,-0.0004823212453629822,0.00023608969,0.0056640625,-0.03033533664420247,0.9966474771499634,0.12713764610234649,,
358400,12.0,11.935633520000001,350,857,418,0.2,0.0003,0.04377581551671028,3490,-7.8977647353895e-05,0.0021900677,0.01005859375,-0.025025004730559887,0.9973509907722473,0.10321019075345247,,
359424,12.0,11.96786599,351,859,418,0.2,0.0003,0.05991489440202713,3500,-0.00045078668917994944,0.0006396297,0.00205078125,-0.027780056156916543,0.9967782497406006,0.12239625826478004,,
360000,,,,,,0.2,0.0003,0.04605557769536972,3510,0.0002634929260239005,0.00043767964,0.00556640625,-0.03111022525699809,0.9970511794090271,0.11194958938285708,11.583439649999999,12.0
360448,12.0,11.906516080000001,352,862,417,,,,,,,,,,,,
361472,12.0,11.9015589,353,864,418,0.2,0.0003,0.05421702563762665,3520,-0.0006900640670210123,0.0007482921,0.00654296875,-0.03595567453885451,0.9969989061355591,0.1164416391402483,,
362496,12.0,11.91773159,354,867,417,0.2,0.0003,0.045762524008750916,3530,-0.0013055866933427752,0.0018278917,0.0083984375,-0.033617863239487636,0.9968076944351196,0.11875109486281872,,
363520,12.0,11.864743210000002,355,869,418,0.2,0.0003,0.04323559254407883,3540,8.661089523229749e-05,0.00059740996,0.0056640625,-0.026991478982381523,0.9970576763153076,0.11594125635456294,,
364544,12.0,11.900216499999999,356,872,417,0.2,0.0003,0.043500058352947235,3550,-0.0011171613441547379,0.016816039,0.01181640625,-0.022490289248526096,0.997209370136261,0.1063043999252841,,
365000,,,,,,0.2,0.0003,0.11542925238609314,3560,-0.0006827467703260481,0.0008339488,0.0126953125,-0.03788042137748562,0.9965956807136536,0.13273562393151223,11.980384449999999,12.0
365568,12.0,11.929675600000001,357,874,417,,,,,,,,,,,,
366592,12.0,11.82620854,358,877,417,0.2,0.0003,0.027720442041754723,3570,0.0002535757368605118,0.0025341627,0.00703125,-0.028736058715730907,0.9977953433990479,0.08532323651015758,,
367616,12.0,11.82924215,359,879,417,0.2,0.0003,0.07238373160362244,3580,-0.001911040412960574,0.0008466107,0.0083984375,-0.021770020306576043,0.9976502060890198,0.09182096188887953,,
368640,12.0,11.775510369999997,360,883,417,0.2,0.0003,0.07086843252182007,3590,2.3848464479669928e-06,0.00030096498,0.0025390625,-0.021331598691176623,0.9973336458206177,0.1047998130787164,,
369664,12.0,11.974293840000003,361,884,417,0.2,0.0003,0.052401330322027206,3600,-0.00033653415594017135,0.00022982445,0.00244140625,-0.01746116807917133,0.9969478249549866,0.119470776617527,,
370000,,,,,,0.2,0.0003,0.038360513746738434,3610,-0.0002781235569273122,0.00026472338,0.00107421875,-0.017145318211987615,0.9973418116569519,0.10154467897955329,12.00142155,12.0
370688,12.0,11.910180550000002,362,888,417,,,,,,,,,,,,
371712,12.0,11.960239299999998,363,890,417,0.2,0.0003,0.04362350329756737,3620,-0.0002469374128850177,0.00011925638,0.00126953125,-0.015427636168897151,0.9967740178108215,0.12186106448061765,,
372736,12.0,12.03164126,364,892,417,0.2,0.0003,0.055084194988012314,3630,-0.00018692298035603017,0.00055694947,0.00205078125,-0.02034023640153464,0.9967676997184753,0.12555351410992444,,
373760,12.0,11.8297504,365,894,417,0.2,0.0003,0.07764852046966553,3640,-0.0005202500964514911,0.0008549399,0.0076171875,-0.025773286522598936,0.9972113370895386,0.11158502928446978,,
374784,12.0,11.861818880000003,366,897,417,0.2,0.0003,0.04162774980068207,3650,0.0002240210393210873,0.00037579652,0.0037109375,-0.02161153768829536,0.9973666667938232,0.09991628495045006,,
375000,,,,,,0.2,0.0003,0.05911023169755936,3660,0.0004078211102751084,0.015310346,0.008984375,-0.034813068161020054,0.9971357583999634,0.1151878088247031,11.83524285,12.0
375808,12.0,11.864212139999998,367,899,418,,,,,,,,,,,,
376832,12.0,11.88581264,368,901,418,0.2,0.0003,0.06869020313024521,3670,-1.0651216143742204e-05,0.0062822048,0.01640625,-0.04024719821172766,0.9970278739929199,0.11603259989060462,,
377856,12.0,11.951336730000001,369,904,417,0.2,0.0003,0.05668743699789047,3680,0.0009884477934974712,0.0005129668,0.00703125,-0.03148588265466969,0.997484028339386,0.09655721667222679,,
378880,12.0,11.975922810000002,370,905,418,0.2,0.0003,0.04593130573630333,3690,-0.0003312919230666012,0.0026086457,0.005078125,-0.018483402405399828,0.9973269701004028,0.1055295703234151,,
379904,12.0,11.839310010000002,371,908,418,0.2,0.0003,0.03493499010801315,3700,-0.00019180354138370603,0.00041586882,0.0046875,-0.01989728325861506,0.9973583221435547,0.10507806749083101,,
380000,,,,,,0.2,0.0003,0.04621180519461632,3710,0.0002123218473570887,0.0022636796,0.003515625,-0.014435610768850892,0.9971463680267334,0.1144503174116835,12.069876399999998,12.0
380928,12.0,11.84546453,372,910,418,,,,,,,,,,,,
381952,12.0,11.932968529999998,373,912,418,0.2,0.0003,0.07207923382520676,3720,-0.000602122736745514,0.0014075944,0.001953125,-0.018787443300243466,0.9967595338821411,0.12711367523297668,,
382976,12.0,11.905429179999999,374,914,418,0.2,0.0003,0.059386394917964935,3730,-0.0011139294489112216,0.003685447,0.00791015625,-0.018102858602651394,0.9973167181015015,0.1036160220624879,,
384000,12.0,11.91041661,375,919,417,0.2,0.0003,0.047657355666160583,3740,-0.00010851505649043248,0.0035259295,0.00439453125,-0.02689380270021502,0.9973670840263367,0.0992185882292688,,
385000,,,,,,0.2,0.0003,0.05753909423947334,3750,-0.0008881019370164722,0.0002473815,0.008984375,-0.02326031624688767,0.997008204460144,0.12083214009180665,11.9658026,12.0
385024,12.0,11.846733039999998,376,924,416,,,,,,,,,,,,
386048,12.0,11.952098720000002,377,930,414,0.2,0.0003,0.03684515133500099,3760,-6.477706774603576e-05,0.0033881194,0.00625,-0.02736593610025011,0.9976993203163147,0.09075666568242013,,
387072,12.0,11.790506699999998,378,933,414,0.2,0.0003,0.053825393319129944,3770,-0.0006530527753056958,0.00034900388,0.0033203125,-0.019560302386526018,0.997376024723053,0.10341587520670145,,
388096,12.0,11.882427109999998,379,936,414,0.2,0.0003,0.049448493868112564,3780,9.542782499920577e-05,0.00020565948,0.00390625,-0.019947773928288372,0.9974397420883179,0.09883550400845706,,
389120,12.0,11.8533186,380,939,414,0.2,0.0003,0.09092336893081665,3790,-0.00013199577515479177,0.00025338505,0.00224609375,-0.014236267493106424,0.9963312745094299,0.14330182964913546,,
390000,,,,,,0.2,0.0003,0.061406660825014114,3800,-1.850963744800538e-05,5.367794e-06,0.00048828125,-0.016181100960238837,0.997089147567749,0.11388424646575004,11.819004349999998,12.0
390144,12.0,11.949704900000002,381,942,414,,,,,,,,,,,,
391168,12.0,11.934122709999997,382,945,413,0.2,0.0003,0.051657166332006454,3810,-0.00047143997362582014,0.0058043743,0.00498046875,-0.017592453234829008,0.9963410496711731,0.14142006714828312,,
392192,12.0,11.870009,383,947,414,0.2,0.0003,0.05832390487194061,3820,3.567557141650468e-05,0.0036496385,0.007421875,-0.028203994256909937,0.996826708316803,0.12227432313375175,,
393216,12.0,11.92150429,384,950,413,0.2,0.0003,0.05942235514521599,3830,0.0012353685626294464,0.013954577,0.02001953125,-0.03680871956748888,0.9969068765640259,0.1206844794563949,,
394240,12.0,11.957031339999999,385,952,413,0.2,0.0003,0.06263785064220428,3840,-0.00012958826846443117,0.001314726,0.0025390625,-0.022950825293082743,0.9966451525688171,0.1351718170568347,,
395000,,,,,,0.2,0.0003,0.0961434468626976,3850,0.0002804251736961305,0.0003280617,0.004296875,-0.02006066628964618,0.9963778257369995,0.1427109720185399,12.010488850000002,12.0
395264,12.0,12.015731270000002,386,955,413,,,,,,,,,,,,
396288,12.0,11.89466582,387,957,413,0.2,0.0003,0.03682507202029228,3860,-1.6440433682873846e-06,0.00029925542,0.00283203125,-0.03080649283947423,0.9972615242004395,0.10912622376345098,,
397312,12.0,11.84283616,388,961,413,0.2,0.0003,0.06628379970788956,3870,-0.0006919173058122397,0.0013433006,0.00517578125,-0.019268921628827228,0.9968303442001343,0.1231849341187626,,
398336,12.0,11.87132491,389,966,412,0.2,0.0003,0.042295340448617935,3880,-0.00035835337184835224,0.00016150402,0.00234375,-0.020312271983129904,0.997356116771698,0.10137776152696461,,
399360,12.0,11.88539164,390,970,411,0.2,0.0003,0.06260118633508682,3890,-0.00024100193404592575,0.0006957842,0.00478515625,-0.028526175388833508,0.9968346357345581,0.12556270016357302,,
400000,,,,,,0.2,0.0003,0.07984883338212967,3900,-0.0001585572346812114,0.0019742816,0.0017578125,-0.016625040950020775,0.9964719414710999,0.1345183304976672,11.72958685,12.0
400384,12.0,11.922459060000001,391,973,411,,,,,,,,,,,,
