maturation_qtr,margin_slope,capex_per_store,new_store_density,reached_breakeven,quarters_to_breakeven,aggressive_quarters_to_breakeven,final_margin
2.9937408824688774,0.00011779830429546674,1.3901403801911516,302.6304814410773,1,2.5,99.0,0.05
1.0872096954971915,6.59014425309895e-05,1.2692638279139463,303.4651387730562,1,1.75,2.5,0.03896921898328444
2.39860728244664,9.843492007399894e-05,1.932354336470237,313.14240146758635,1,2.5,99.0,0.05
2.5586887105274685,6.228801257590647e-05,2.3674115894697554,354.71759720139244,1,4.5,99.0,0.021131440530316552
2.4846916855457435,8.236685356397437e-05,2.2561164560869633,338.1394093006398,1,3.0,99.0,0.03717410506278074
1.7164164813205551,0.00013457326556533125,0.7372042770232006,325.6423807222641,1,1.25,2.0,0.05
3.700915503083185,0.00010498502595992331,1.874507941533224,470.1784355846174,1,3.5,99.0,0.038240838603990635
2.372473550024657,6.959534295902294e-05,0.9110090155553477,301.5609611373235,1,3.5,99.0,0.029263778201007878
3.099095849952209,8.498460772461614e-05,1.8321659044958418,307.117713354972,1,3.75,99.0,0.03173099952385608
3.166292686361638,0.00012450584451401144,1.4067692251819468,450.0702092512001,1,2.5,99.0,0.05
3.8850394994404995,3.9724670480351816e-05,0.9734169915871053,337.8243139575393,0,99.0,99.0,-0.00047198194697711457
2.0269518103974278,0.00013238136175754947,2.3103742404429726,491.49019649700483,1,1.5,2.75,0.05
2.7376544749895415,0.00013852282023071584,1.9585535732366715,462.6652290885328,1,2.0,8.25,0.05
3.8178209242618073,8.815597418958732e-05,1.7154745583348152,462.13223879397,1,4.25,99.0,0.02661925523256037
2.2988559599363168,0.00010073782556382062,0.7694816366442067,443.8190208634044,1,2.25,4.25,0.05
2.7326012777202813,8.368649719676535e-05,2.0755100465968708,387.673863038212,1,3.25,99.0,0.03526923452304352
2.9588912572894377,3.070589325136832e-05,2.1940226379480654,383.2543040258345,0,99.0,99.0,-0.0020304268464633006
2.0942741317018854,0.0001240974003804693,2.455443665862051,473.41012061274404,1,1.75,4.25,0.05
1.6266651519110382,5.216628100830026e-05,2.4867429898636146,409.58784146664453,1,3.5,99.0,0.02259397129144251
3.7294295790840697,8.609312628253256e-05,1.7110451047112976,474.1812832019733,1,4.25,99.0,0.02626148038568984
3.7457024808020414,0.00010786981264416849,1.9989133934666192,408.84741853395667,1,3.5,99.0,0.039184038456091155
1.098330369100987,9.009497555958541e-05,1.6352196487929467,389.0215584471626,1,1.25,1.75,0.05
3.6241742983616856,8.960063449560689e-05,2.457475632295842,443.91011421877863,1,4.0,99.0,0.028980756042855712
